Departamento|NombreAutoridad|Genero|Cargo|Partidos_Organizaciones|porcentaje
Chuquisaca|MARITZA CAROLINA MAMANI ALEJANDRO|M|Concejal|MAS-IPSP|
Chuquisaca|JOSE LUIS RODRIGUEZ MARTINEZ|M|Concejal|MAS-IPSP|
Chuquisaca|TOMAS FLORES DELGADO|M|Concejal|MAS-IPSP|
Chuquisaca|CARMEN ROSA DAZA SULLCA|F|Concejal|MAS-IPSP|
Chuquisaca|FRANCISCA MELO ALARCON|F|Concejal|ASOCOIN-POR|
Chuquisaca|NICOLAZ UGARTE COLQUE|M|Concejal|ASOCOIN-POR|
Chuquisaca|MOISES MAYAN SAMBRANA|M|Concejal|ASOCOIN-POR|
Chuquisaca|BACILIA CANAVIRI LLAVE |F|Concejal|ASOCOIN-POR|
Chuquisaca|FELIX MENDOZA PACHECO|M|Concejal|MAS-IPSP|
Chuquisaca|BENEDICTA CHOQUE PACAJA|F|Concejal|MAS-IPSP|
Chuquisaca|ANGELA CONDORI ARRUETA|F|Concejal|MAS-IPSP|
Chuquisaca|RICARDO GOMEZ|M|Concejal|MAS-IPSP|
Chuquisaca|SANTIAGO PICHA QUINTANILLA|M|Concejal|MAS-IPSP|
Chuquisaca|ANITA GONZLES MANRIQUE|F|Concejal|MAS-IPSP|
Chuquisaca|SIXTA ESQUIVEL ROJAS|F|Concejal|MAS-IPSP|
Chuquisaca|MAXIMO PACAJA ESPADA|M|Concejal|MAS-IPSP|
Chuquisaca|JUAN DIAS RODRIGUES|M|Concejal|MAS-IPSP|
Chuquisaca|JUANA CARDENAS LOPEZ|F|Concejal|MAS-IPSP|
Chuquisaca|WALTER PABLO ARIZAGA RUIZ|M|Concejal|CST|
Chuquisaca|MARIANA COLUMBIA ECHALAR|F|Concejal|CST|
Chuquisaca|JUANA MALDONADO PICHA|F|Concejal|CST|
Chuquisaca|ALDO ARMANDO BILBAO TORRICO|M|Concejal|CST|
Chuquisaca|AYDEE NAVA ANDRADE|F|Concejal|FRI|
Chuquisaca|EDWIN GONZALEZ APARICIO|M|Concejal|FRI|
Chuquisaca|OMAR MONTALVO GALLARDO|M|Concejal|FRI|
Chuquisaca|PAMELA SORAYA ALURRALDE BAREA|F|Concejal|FRI|
Chuquisaca|LUZ ROSARIO LOPEZ ROJO|F|Concejal|FRI|
Chuquisaca|JUAN ANTONIO JESUS MENDOZA|M|Concejal|FRI|
Chuquisaca|SANTIAGO TICONA YUPARI|M|Concejal|FRI|
Chuquisaca|LILIAN NOEMI MOLLO HUALLPA|F|Concejal|FRI|
Chuquisaca|SANTIAGO VARGAS BELTRAN|M|Concejal|MAS-IPSP|
Chuquisaca|REINA GARCIA CONDE|F|Concejal|MAS-IPSP|
Chuquisaca|KATHIA MERCEDES ZAMORA MARQUEZ|F|Concejal|MAS-IPSP|
Chuquisaca|DIONISIO DURAN BARRON|M|Concejal|MAS-IPSP|
Chuquisaca|EFRAIN BALCERA FLORES|M|Concejal|MAS-IPSP|
Chuquisaca|OLGA NUÑEZ DURAN|F|Concejal|MAS-IPSP|
Chuquisaca|TERESA MIGUELINA SANDY MUÑOZ|F|Concejal|MAS-IPSP|
Chuquisaca|ROBERTO PORTUGAL ALFARO|M|Concejal|MAS-IPSP|
Chuquisaca|VICENTE MEDRANO OLIVA|M|Concejal|MAS-IPSP|
Chuquisaca|ROSARIO VIRGINIA FLORES PARRAGA|F|Concejal|MAS-IPSP|
Chuquisaca|RICARDO GERONIMO LOAYZA VERA|M|Concejal|CST|
Chuquisaca|ZENAIDA TARIJA PEREZ|F|Concejal|CST|
Chuquisaca|MARINA ALMENDRAS HUAYRA|F|Concejal|CST|
Chuquisaca|BERNABE ORTIZ PORCEL|M|Concejal|MAS-IPSP|
Chuquisaca|TEOFILA PETRONA ALBARRACIN ZARATE|F|Concejal|MAS-IPSP|
Chuquisaca|ROSE MARY SEÑA LLANQUI|F|Concejal|MAS-IPSP|
Chuquisaca|TOMAS ORLANDO GUZMAN GOMEZ|M|Concejal|MAS-IPSP|
Chuquisaca|EMETERIO ZARATE CHURQUI|M|Concejal|MAS-IPSP|
Chuquisaca|SIMONA DONASCO RAMIREZ|F|Concejal|MAS-IPSP|
Chuquisaca|WILLMA AGUIRRE SANDOVAL|F|Concejal|FRI|
Chuquisaca|JOSE VIDAURRE VIDAURRE|M|Concejal|FRI|
Chuquisaca|VICTOR TRUJILLO|M|Concejal|FRI|
Chuquisaca|PAOLA BURGOS MONDAQUE|F|Concejal|FRI|
Chuquisaca|CINTIA ELIANA MEDINA MIRANDA|F|Concejal|MAS-IPSP|
Chuquisaca|CIRO NOEL RENGIFO CARNICEL|M|Concejal|MAS-IPSP|
Chuquisaca|SAMUEL SILGUERA LEON|M|Concejal|MAS-IPSP|
Chuquisaca|JESUSA HERRERA OCAMPO|F|Concejal|MAS-IPSP|
Chuquisaca|LIDIA MONDAQUE COPE|F|Concejal|MAS-IPSP|
Chuquisaca|PEDRO BURGOS HERRERA|M|Concejal|MAS-IPSP|
Chuquisaca|CARINA NULÑEZ PUITA|F|Concejal|ACH|
Chuquisaca|ISMAEL PADILLA MARTINEZ|M|Concejal|ACH|
Chuquisaca|FERNANDO VELASCO CARRASCO|M|Concejal|FRI|
Chuquisaca|AYDEE TORREZ MIRANDA|F|Concejal|FRI|
Chuquisaca|INOCENCIO OVANDO SALDAÑA|M|Concejal|MAS-IPSP|
Chuquisaca|AVELINA VACA CAZON|F|Concejal|MAS-IPSP|
Chuquisaca|SEVERA RODRIGUEZ PACO|F|Concejal|MAS-IPSP|
Chuquisaca|FERMIN JUAN MONTALVO IBAÑEZ|M|Concejal|MAS-IPSP|
Chuquisaca|SANTOS SUBIA AVNEDAÑO|M|Concejal|MAS-IPSP|
Chuquisaca|MARGARITA YEVARA CAZON|F|Concejal|MAS-IPSP|
Chuquisaca|NORMA CAIHUARA ARROYO|F|Concejal|MAS-IPSP|
Chuquisaca|ORLANDO VARGAS SUBIA|M|Concejal|MAS-IPSP|
Chuquisaca|CONSTANTINO MENDOZA ALDANA|M|Concejal|MAS-IPSP|
Chuquisaca|ROMANELY MARTINEZ MONCADA|F|Concejal|MAS-IPSP|
Chuquisaca|SANDRA MIRIAN AYARDE NARVAEZ|F|Concejal|ACH|
Chuquisaca|ARTURO AVILES ALTAMIRANO|M|Concejal|ACH|
Chuquisaca|ELIZABETH BALDIVIEZO CAZON|F|Concejal|MAS-IPSP|
Chuquisaca|ANGEL BELTRAN ALFONZO|M|Concejal|MAS-IPSP|
Chuquisaca|ROSENDO BARRO IXAGUIRRE|M|Concejal|MAS-IPSP|
Chuquisaca|LORENSA MAMANI TEJERINA|F|Concejal|MAS-IPSP|
Chuquisaca|MARCELINA MERCADO GUERRERO|F|Concejal|MAS-IPSP|
Chuquisaca|ELVIO NORMANDO ALTAMIRANO VELASQUEZ|M|Concejal|MAS-IPSP|
Chuquisaca|JULIAN VELASQUEZ SEGOVIA|M|Concejal|MAS-IPSP|
Chuquisaca|SULMA INES OCHOA TEJERINA|F|Concejal|MAS-IPSP|
Chuquisaca|PASTORA VILLALBA ARRUETA|F|Concejal|FPV|
Chuquisaca|MODESTO CLAURE CUEVAS|M|Concejal|FPV|
Chuquisaca|FILIBERTA ROJAS PAZ|M|Concejal|MAS-IPSP|
Chuquisaca|ELIODORO AGUIRRE CHUMACERO|M|Concejal|MAS-IPSP|
Chuquisaca|MELQUIADES SILES JAURI|M|Concejal|MAS-IPSP|
Chuquisaca|SANTUSA MARQUEZ POSADA|F|Concejal|MAS-IPSP|
Chuquisaca|ALICIA FLORES LOAYZA|F|Concejal|MAS-IPSP|
Chuquisaca|JACINTO NAVARRO AGUAYO|M|Concejal|MAS-IPSP|
Chuquisaca|GUIVER ORTIZ RIVERA|M|Concejal|MAS-IPSP|
Chuquisaca|HILDA HERRERA SANCHEZ|F|Concejal|MAS-IPSP|
Chuquisaca|SIMEON LIMON BARJA|M|Concejal|MAS-IPSP|
Chuquisaca|SILVIA ANTONIETA BARAHONA TELCHI|F|Concejal|MAS-IPSP|
Chuquisaca|CRISTINA LOAYZA LEON|F|Concejal|MAS-IPSP|
Chuquisaca|EDMUNDO SOLIZ RADA|M|Concejal|MAS-IPSP|
Chuquisaca|EUDAL TINUCO ZELAYA|M|Concejal|MAS-IPSP|
Chuquisaca|VICTORIA MENDOZA GUTIERREZ|F|Concejal|MAS-IPSP|
Chuquisaca|GASTON ALVARO RAYMONDEAU CASTRO|M|Concejal|PAIS|
Chuquisaca|JESUSA RAMIREZ RODAS|F|Concejal|PAIS|
Chuquisaca|MARLENE FERNANDEZ MEJIAS|F|Concejal|PAIS|
Chuquisaca|EFRAIN VARGAS MENDIETA|M|Concejal|PAIS|
Chuquisaca|JULIANA PAREDES RODRIGUEZ|F|Concejal|MAS-IPSP|
Chuquisaca|MAXIMO CACERES CABRERA|M|Concejal|MAS-IPSP|
Chuquisaca|NARCIZO FLORES|M|Concejal|MAS-IPSP|
Chuquisaca|ANICETA PAREDES CERON|F|Concejal|MAS-IPSP|
Chuquisaca|BERNALDINA PAREDES FLORES|F|Concejal|MAS-IPSP|
Chuquisaca|AGUSTIN TARDIO QUISPE|M|Concejal|MAS-IPSP|
Chuquisaca|FILIMON ROMERO SALAZAR|M|Concejal|MAS-IPSP|
Chuquisaca|SEVERINA PADILLA NAVA|F|Concejal|MAS-IPSP|
Chuquisaca|CATALINA PAREDES TELLEZ|F|Concejal|MMP|
Chuquisaca|NESTOR MARTINEZ VALENCIA|M|Concejal|MMP|
Chuquisaca|LIDIA ZARDAN|F|Concejal|MAS-IPSP|
Chuquisaca|LUIS PACHACOPA QUISPE|M|Concejal|MAS-IPSP|
Chuquisaca|MARCIAL CHAVARRIA GUZMAN|M|Concejal|MAS-IPSP|
Chuquisaca|LUISA MAMANI MARCA|F|Concejal|MAS-IPSP|
Chuquisaca|ERLINDA SANDOVAL CRUZ|F|Concejal|MAS-IPSP|
Chuquisaca|FRANCISCO CAMPOS SANDOVAL|M|Concejal|MAS-IPSP|
Chuquisaca|LUCIANO SOLIZ|M|Concejal|MAS-IPSP|
Chuquisaca|JUANA CAYO|F|Concejal|MAS-IPSP|
Chuquisaca|SIMONA TORRES ZUÑIGA|F|Concejal|MAS-IPSP|
Chuquisaca|SIMON PUCHU MELENDRES|M|Concejal|MAS-IPSP|
Chuquisaca|CARMELO LEON RODAS|M|Concejal|MAS-IPSP|
Chuquisaca|ADELAIDA RODAS GARCIA|F|Concejal|MAS-IPSP|
Chuquisaca|DELINA CACERES MORALES|F|Concejal|MAS-IPSP|
Chuquisaca|JUAN SALAZAR GUZMAN|M|Concejal|MAS-IPSP|
Chuquisaca|ADALID SALAZAR SILES|M|Concejal|MAS-IPSP|
Chuquisaca|NELLY LOPEZ GUTIERREZ|F|Concejal|MAS-IPSP|
Chuquisaca|CLAUDIO NUÑEZ CACERES|M|Concejal|MMP|
Chuquisaca|MAURICIA MORENO ZABALA|F|Concejal|MMP|
Chuquisaca|SILDA SANCHEZ CARBALLO|M|Concejal|MMP|
Chuquisaca|EFRAIN BAPTISTA SAAVEDRA|M|Concejal|MMP|
Chuquisaca|JUAN SANDOVAL CESPEDES|M|Concejal|FRI|
Chuquisaca|MARIELA VEDIA|F|Concejal|FRI|
Chuquisaca|ISABEL VARGAS FLORES|F|Concejal|FRI|
Chuquisaca|PONCIANO MENDOZA FERNANDEZ|M|Concejal|MAS-IPSP|
Chuquisaca|NATALIA MAMANI VALERIANO|F|Concejal|MAS-IPSP|
Chuquisaca|GRACIELA FLORES CAMPAÑA|F|Concejal|MAS-IPSP|
Chuquisaca|RENE NUÑEZ BONIFAZ|M|Concejal|MAS-IPSP|
Chuquisaca|ADOLFO CHINO QUENTA|F|Concejal|MAS-IPSP|
Chuquisaca|MARIA CLEOFE DELGADO VILLCA|M|Concejal|MAS-IPSP|
Chuquisaca|BENITA ZAMABRANA VARGAS|F|Concejal|MAS-IPSP|
Chuquisaca|JUAN MAITA CARRILLO|M|Concejal|MAS-IPSP|
Chuquisaca|FRANCISCO SALVA FERNANDEZ|M|Concejal|MAS-IPSP|
Chuquisaca|FLORA CORO HUARACHI|F|Concejal|MAS-IPSP|
Chuquisaca|DOROTEA SOLIZ CORONADO|F|Concejal|MAS-IPSP|
Chuquisaca|MATEO ALIZAR PUMA|M|Concejal|MAS-IPSP|
Chuquisaca|CRISTOBAL VALLEJOS CHOQUE|M|Concejal|MAS-IPSP|
Chuquisaca|JUANA ALANOCA LEAÑOS|F|Concejal|MAS-IPSP|
Chuquisaca|SILVERIO CHOQUE ZARATE|M|Concejal|MAS-IPSP|
Chuquisaca|TRIFON BARRIENTOS OVIEDO|M|Concejal|MAS-IPSP|
Chuquisaca|MARIA SALOME ROLLANO CASILLAS|F|Concejal|MAS-IPSP|
Chuquisaca|CELINA PALACIOS SOLIZ|F|Concejal|MAS-IPSP|
Chuquisaca|ROMAN APAZA VALLEJOS|M|Concejal|MAS-IPSP|
Chuquisaca|JUSTINA VARGAS|F|Concejal|MAS-IPSP|
Chuquisaca|TEODORO FLORES VARGAS|M|Concejal|MAS-IPSP|
Chuquisaca|SALVADOR CAMAPAÑA ARRIETA|M|Concejal|MAS-IPSP|
Chuquisaca|ANTONIA ENRIQUEZ GONZALES|F|Concejal|MAS-IPSP|
Chuquisaca|DOMINGA LLANOS SUYO|F|Concejal|MAS-IPSP|
Chuquisaca|FELIPE MIRANDA MELENDRES|M|Concejal|MAS-IPSP|
Chuquisaca|CINTIA SILVA PEREZ|F|Concejal|SOMHOS|
Chuquisaca|HILARION CARERES CABRERA|M|Concejal|SOMHOS|
Chuquisaca|LIBERATO PONCE|M|Concejal|SOMHOS|
Chuquisaca|ALBERTA DELGADILLO ORTIZ|F|Concejal|SOMHOS|
Chuquisaca|ELIZABETH SAIGUA CORDOVA|F|Concejal|CST|
Chuquisaca|AGAPO HILAFAYA FERNENDEZ|M|Concejal|CST|
Chuquisaca|MARGARITA KAHUANA VASQUEZ|F|Concejal|MAS-IPSP|
Chuquisaca|CIRILO PARI FLORES|M|Concejal|MAS-IPSP|
Chuquisaca|JAVIER ZARATE VELASQUEZ|M|Concejal|MAS-IPSP|
Chuquisaca|JACINTA MUÑOZ CARRILLO|F|Concejal|MAS-IPSP|
Chuquisaca|CANDELARIA PACCO ZORRILLA|F|Concejal|MAS-IPSP|
Chuquisaca|SANTIAGO KESPI|M|Concejal|MAS-IPSP|
Chuquisaca|GELMUSEN EMILIO VARGAS PLANTARROSA|M|Concejal|MAS-IPSP|
Chuquisaca|CELFA PERALTA PEREZ|F|Concejal|MAS-IPSP|
Chuquisaca|FAUSTINO MATURANO CUTIPA|M|Concejal|MAS-IPSP|
Chuquisaca|FILOMENA QUISPE CRUZ|F|Concejal|MAS-IPSP|
Chuquisaca|VIVIANA YUCRA VELASQUEZ|F|Concejal|MAS-IPSP|
Chuquisaca|HIPOLITO CHQOUE VALLEJOS|M|Concejal|MAS-IPSP|
Chuquisaca|ELISEO PEDRZAS ZARATE|M|Concejal|MAS-IPSP|
Chuquisaca|JACINTA CHAMBI YUCRA|M|Concejal|MAS-IPSP|
Chuquisaca|GRISELDA ZARATE TORREZ|F|Concejal|MIM|
Chuquisaca|FRANCISCO CHOQUE CARDOZO|M|Concejal|MIM|
Chuquisaca|GERONIMO GOMEZ CARRILLO|M|Concejal|MIM|
Chuquisaca|ELADIA CUTIPA DURAN|F|Concejal|MIM|
Chuquisaca|ZUNILDA CHAVARRIA MOSCOSO|F|Concejal|CST|
Chuquisaca|FERMIN ROIAS FLORES|M|Concejal|CST|
Chuquisaca|SEVERINO VELA QUISPE|M|Concejal|MAS-IPSP|
Chuquisaca|LIDIA PEÑARANDA OCHOA|F|Concejal|MAS-IPSP|
Chuquisaca|ISABEL ALMENDRAS BARON|F|Concejal|MAS-IPSP|
Chuquisaca|SERAFIN CHOQUE AVALOS|M|Concejal|MAS-IPSP|
Chuquisaca|ROMAN MAMANI NUÑEZ|M|Concejal|MAS-IPSP|
Chuquisaca|CRECENCIA ORTEGA ARANCIBIA|F|Concejal|MAS-IPSP|
Chuquisaca|FILOMENA AVENDAÑO SERRUDO|F|Concejal|MAS-IPSP|
Chuquisaca|LUIS CAYO VARGAS|M|Concejal|MAS-IPSP|
Oruro|JANET LEDEZMA LEDEZMA|F|Concejal|MCSFA|
Oruro|OMAR MACHICADO HEREDIA|M|Concejal|MCSFA|
Oruro|JOS ROJAS LOPEZ|F|Concejal|MCSFA|
Oruro|JENNY CAROLA SALVATIERRA BURGOA|F|Concejal|MCSFA|
Oruro|HILARIA SEJAS ADRIAZOLA|F|Concejal|MCSFA|
Oruro|ALBERTO CESPEDES RAMOS|M|Concejal|MCSFA|
Oruro|OSWALDO FREDDY OLIVERA PARICOLLO|M|Concejal|MCSFA|
Oruro|ROSARIO PLACIDA ILLANES ESCOBAR|F|Concejal|MCSFA|
Oruro|MAGDA GINA SUAZNABAR ALDAPIZ|F|Concejal|MAS - IPSP|
Oruro|RAMIRO  OCAÑA COLQUE|M|Concejal|MAS - IPSP|
Oruro|MARIO HENRY ROJAS JIMENEZ|M|Concejal|MAS - IPSP|
Oruro|GIOCONDA VANESSA CARRILLO FERNANDEZ|F|Concejal|MAS - IPSP|
Oruro|SEGUNDINA LEDEZMA TARQUI|F|Concejal|MAS - IPSP|
Oruro|PERSY JAVIER RAMÍREZ TAPIA|M|Concejal|MAS - IPSP|
Oruro|DENISSE JANE VILLCA CANEDO|F|Concejal|INCA - FS|
Oruro|REVIR CONDORI JACINTO|M|Concejal|INCA - FS|
Oruro|MAX CABRERA JARRO|M|Concejal|INCA - FS|
Oruro|MARIELA INCA HUANCA|F|Concejal|INCA - FS|
Oruro|DAVID FREDDY CHOQUE CONDORI|M|Concejal|P.P|
Oruro|||Concejal|P.P|
Oruro|SAUL JOSUE AGUILAR TORRICO|M|Concejal|DEMOCRATAS|
Oruro|AYLIN SUHELEM JUANIQUINA LOZA|F|Concejal|DEMOCRATAS|
Oruro|MIGUELINA POCOACA POCOACA|F|Concejal|P.P.|
Oruro|EDILBERTO CONDORI CRUZ|M|Concejal|P.P.|
Oruro|JUSTINO CONDORI JUANIQUINA|M|Concejal|P.P.|
Oruro|ZULEMNA LUNA RODRIGUEZ|F|Concejal|P.P.|
Oruro|JOSEFINA PAOLA PINAYA JUANIQUINA|F|Concejal|P.P.|
Oruro|WALDO GUTIERREZ FLORES|M|Concejal|P.P.|
Oruro|MABEL BLANCO CHOQUE|F|Concejal|MAS - IPSP|
Oruro|ELIAS CONDORI MAMANI|M|Concejal|MAS - IPSP|
Oruro|FELIX VESLACO TABALIN|M|Concejal|MAS - IPSP|
Oruro|ISABEL VALLEJOS OVANDO|F|Concejal|MAS - IPSP|
Oruro|ADALBERTA CONDORI CERRO|F|Concejal|MAS - IPSP|
Oruro|DIONICIO GUARAYO CORIA|M|Concejal|MAS - IPSP|
Oruro|GROVER CARLOS CHOQUE BERNABEL|M|Concejal|DEMOCRATAS|
Oruro|SONIA CANCHARI ROMERO|F|Concejal|DEMOCRATAS|
Oruro|JUANA CANAZA AJHUACHO|F|Concejal|MAS- IPSP|
Oruro|JOSE IRINEO CALIZAYA LIMA|M|Concejal|MAS- IPSP|
Oruro|MARCELINO  CONDORI CALIZAYA|M|Concejal|MAS- IPSP|
Oruro|NORHA TEODORA CALIZAYA CHINCHE|F|Concejal|MAS- IPSP|
Oruro|ADELA JUANIQUINA IQUISE|F|Concejal|MAS- IPSP|
Oruro|NELZHON IZQUIERDO CHAMBI|M|Concejal|MAS- IPSP|
Oruro|FAUSTA AJHUACHO CHAMBI |F|Concejal|P.P.|
Oruro|FREDDY AGUILAR VACAFLOR|M|Concejal|P.P.|
Oruro|DIEGO CALIZAYA CALIZAYA |M|Concejal|P.P.|
Oruro|CASILDA LEIDY AJHUACHO MAGNE |F|Concejal|P.P.|
Oruro|MARIO BERDEJA DIEGO|M|Concejal|MAS IPSP|
Oruro|TERESA CHOQUE CHOQUE |F|Concejal|MAS IPSP|
Oruro|PRIMA CABRERA LIZARASO|F|Concejal|MAS IPSP|
Oruro|LUCIANO YUCRA BARCO |M|Concejal|MAS IPSP|
Oruro|SEGUNDINO MAMANI PORTILLO|M|Concejal|MAS IPSP|
Oruro|EVA EVANGELINA MENDOZA CLEMENTE|F|Concejal|MAS IPSP|
Oruro|ROSAURA GUTIERREZ TARQUI |F|Concejal|F.I.C.|
Oruro|HUGO VARGAS HUARACHI|M|Concejal|F.I.C.|
Oruro|TORIBIO  RAMOS  CHOQUE |M|Concejal|F.I.C.|
Oruro|OFELIA DELIA QUISPE  TOMAS|F|Concejal|F.I.C.|
Oruro|JUDITH CONDORI VILLALOBOS|F|Concejal|MAS IPSP|
Oruro|HUGO ARMANDO AGREDA CANAVIRI|M|Concejal|MAS IPSP|
Oruro|CRECENCIO CHOQUE AYCA |M|Concejal|MAS IPSP|
Oruro|ESTELA CHOQUE CHOQUE|F|Concejal|MAS IPSP|
Oruro|FELIPA VILLCA CONDORI|F|Concejal|MAS IPSP|
Oruro|MODESTO CASTILLO YAVE|M|Concejal|MAS IPSP|
Oruro|EULOGIO CHOQUERIVE HUALLPA |M|Concejal|MAS IPSP|
Oruro|ABIA MAMANI CHOQUERIVE|F|Concejal|MAS IPSP|
Oruro|PATRICIA ANDREA JIMENEZ BURGOS|F|Concejal|DEMOCRATAS|
Oruro|SEGUNDINO HUALCA VALERIANO|M|Concejal|DEMOCRATAS|
Oruro|FELIPE CHIRI CARICAMPO|M|Concejal|DEMOCRATAS|
Oruro|PATRICIA VALENCIA CHUNGARA|F|Concejal|DEMOCRATAS|
Oruro|SILVIA EUGENIA QUISPIA MOLLO|F|Concejal|UCS|
Oruro|ROBERTO CHUNGARA ESCOBAR|M|Concejal|UCS|
Oruro|MAX WILLIAMS HUAYLLAS MENDOZA|M|Concejal|MAS IPSP|
Oruro|MARIA QUISPE  CHOQUE|F|Concejal|MAS IPSP|
Oruro|GLORIA ELSA MAMANI ALMANZA|F|Concejal|MAS IPSP|
Oruro|||Concejal|MAS IPSP|
Oruro|JULIO BETO CHOQUE TOLA|M|Concejal|MAS IPSP|
Oruro|CINTHIA  SALLAMA CONDORI |F|Concejal|MAS IPSP|
Oruro|MARIA ISABEL TORREZ  CHOQUETICLLA |F|Concejal|MAS IPSP|
Oruro|||Concejal|MAS IPSP|
Oruro|GLADYS CHOQUE VARGAS|F|Concejal|AYNI|
Oruro|JAVIER MAMANI MONTOYA |M|Concejal|AYNI|
Oruro|VIVIANA BARBARA COLQUE REQUENA|F|Concejal|MAS IPSP|
Oruro|BERNARDINO TAQUICHIRI PACHECO |M|Concejal|MAS IPSP|
Oruro|IVER SABINO COPA COPA|M|Concejal|MAS IPSP|
Oruro|TANIA CACERES COLQUE|F|Concejal|MAS IPSP|
Oruro|RIMA MAMNI RODRIGUEZ|F|Concejal|MAS - IPSP|
Oruro|RUBEN LAURA TAPIA|M|Concejal|MAS - IPSP|
Oruro|JULIA LAURA ALA|F|Concejal|APU|
Oruro|ROBERT SANTOS LAIME ESPINOZA|M|Concejal|APU|
Oruro|MARTHA CHOQUE CHOQUE|F|Concejal|SUMA|
Oruro|SERGIO FLORES APIO|M|Concejal|SUMA|
Oruro|SILVIA ARCE MAMANI|F|Concejal|MAS-IPSP|
Oruro|||Concejal|MAS-IPSP|
Oruro|FIDEL SANDRO MOLINA MAMANI|M|Concejal|MAS-IPSP|
Oruro|REYNA TATIANA FERNANDEZ RAMOS|F|Concejal|MAS-IPSP|
Oruro|MARTHA MAMANI MAMANI|F|Concejal|MAS-IPSP|
Oruro|PLACIDO PULINO MAMANI FERNANDEZ|M|Concejal|MAS-IPSP|
Oruro|MARINA CHOQUE BERRIOS|F|Concejal|P.P.|
Oruro|||Concejal|P.P.|
Oruro|MIGUEL MOLINA CONTRERAS|M|Concejal|P.P.|
Oruro|ROSA RUTH MOLINA GUTIERREZ|F|Concejal|P.P.|
Oruro|LEONARDO CALLE PACAJES|M|Concejal|MAS-IPSP|
Oruro|FANNY JUANA HUARACHI|F|Concejal|MAS-IPSP|
Oruro|MARINA LOPEZ CAMACHO|F|Concejal|MAS-IPSP|
Oruro|ERASMO PEREZ RAMIREZ|M|Concejal|MAS-IPSP|
Oruro|NELSON LAURA VILLCA|M|Concejal|MAS-IPSP|
Oruro|SONIA NUÑEZ CRISPIN|F|Concejal|MAS-IPSP|
Oruro|MARIA PACO JIMENES|F|Concejal|MAS-IPSP|
Oruro|WILLY MAMANI APATA|M|Concejal|MAS-IPSP|
Oruro|BASILIO QUISPE QUISPE|M|Concejal|P.P.|
Oruro|||Concejal|P.P.|
Oruro|MARTHA MOLLO CORIA|F|Concejal|MAS - IPSP|
Oruro|ADOLFO CALLEJAS SOLIZ|M|Concejal|MAS - IPSP|
Oruro|GERMAN BEDOYA MARCA|M|Concejal|MAS - IPSP|
Oruro|CRISTINA FLORES CHOQUE|F|Concejal|MAS - IPSP|
Oruro|DAVIDA PATRICIA CALLEJAS CAPURATA|F|Concejal|MAS - IPSP|
Oruro|LUIS ORTEGA CANQUI|M|Concejal|MAS - IPSP|
Oruro|JONAS BENIGNO BENIGNO VIZA|M|Concejal|MAS - IPSP|
Oruro|PELAGIA MOLLER ROSSEL|F|Concejal|MAS - IPSP|
Oruro|ALEJANDRA MAMANI VILLCA|F|Concejal|P.P.|
Oruro|MACARIO FLORES PACO|M|Concejal|P.P.|
Oruro|JORGE FLORES QUISPE|M|Concejal|MAS - IPSP|
Oruro|||Concejal|MAS - IPSP|
Oruro|JUANA IRINEA VASQUEZ COTJIRE|F|Concejal|MAS - IPSP|
Oruro|||Concejal|MAS - IPSP|
Oruro|JUVENAL LAYME NICOLAS|M|Concejal|MAS - IPSP|
Oruro|CALIXTA MARIA QUISPE ARCE|F|Concejal|MAS - IPSP|
Oruro|||Concejal|MAS - IPSP|
Oruro|RUBEN FLORES ALVAREZ|M|Concejal|MAS - IPSP|
Oruro|REYNO ALAVAREZ CANAVIRI|M|Concejal|MAS - IPSP|
Oruro|CRISTINA CAPUMA ARCE|F|Concejal|MAS - IPSP|
Oruro|ELENA CLAUDIA CONDORI FERNANDEZ|F|Concejal|MAS - IPSP|
Oruro|ELIAS CONDORI PAIVA|M|Concejal|MAS - IPSP|
Oruro|KENNEDY CONDORI FLORES|M|Concejal|MAS - IPSP|
Oruro|YOLA RUTH ANAGUA CAPUMA|F|Concejal|MAS - IPSP|
Oruro|JULIA CONDORI QUISPE|F|Concejal|MAS - IPSP|
Oruro|OSCAR GENARO|M|Concejal|MAS - IPSP|
Oruro|OMAR ANTONIO CONDORI CALANI|M|Concejal|MAS - IPSP|
Oruro|ALBERTINA TITO COLQUE|F|Concejal|MAS - IPSP|
Oruro|MABEL LUCY CONDORI CASTRO|M|Concejal|UQ|
Oruro|JUAN LEONID PABON AIZA|M|Concejal|UQ|
Oruro|REYNA BARBARA KUSSY MAMANI|F|Concejal|MAS - IPSP|
Oruro|DONALD ROBERT FELIPEZ CANAVIRI|M|Concejal|MAS - IPSP|
Oruro|EDUARDO QUISPE HUANCA|M|Concejal|MAS - IPSP|
Oruro|CONFREDA FLORES QUISPE|F|Concejal|MAS - IPSP|
Oruro|BEATRIZ QUISPE HUANCA|F|Concejal|MAS - IPSP|
Oruro|||Concejal|MAS - IPSP|
Oruro|DOMINGO FLORES MOLLO|M|Concejal|MAS - IPSP|
Oruro|BENIGNA KUSSY KUSSY|F|Concejal|MAS - IPSP|
Oruro|YOLKA MILENKA FLORES AGUILAR|F|Concejal|MAS - IPSP|
Oruro|FROILAN FLOPRES COPA|M|Concejal|MAS - IPSP|
Oruro|BERTHA AGUILAR QUISPE|F|Concejal|MAS - IPSP|
Oruro|||Concejal|MAS - IPSP|
