Departamento|NombreAutoridad|Genero|Cargo|Partidos_Organizaciones|porcentaje
Beni|MARIO SUAREZ HURTADO|M|Alcalde|MNR|43.12
Beni|JAMPRI SCHESTRON SOTO|M|Alcalde|MAS-IPSP|54.38
Beni|JOSE ROCA HAENSEL|M|Alcalde|MNR|54.45
Beni|ANACLETO DAVALOS ARIAS|M|Alcalde|MAS-IPSP|49.64
Beni|JORGE AÑEZ CLAROS|M|Alcalde|MAS-IPSP|53.27
Beni|LARRY GARCIA SALAS|M|Alcalde|NACER|41.13
Beni|JOSE LUIS AÑEZ ROCA|M|Alcalde|MNR|62.04
Beni|JUAN AGREDA MORENO|M|Alcalde|MAS-IPSP|100
Beni|GINGER LLAPIZ LEIGUE|M|Alcalde|MAS-IPSP|100
Beni|HUGO VARGAS LIMA LOBO|M|Alcalde|MNR-UD|55
Beni|EFRAIN SALVATIERRA GUZMAN|M|Alcalde|MNR|41.72
Beni|CARLOS ALBERTO CUELLAR JUSTINIANO|M|Alcalde|MAS-IPSP|71.9
Beni|GABY VANIA BALCAZAR RIBERA|F|Alcalde|MAS-IPSP|100
Beni|WILSON LACOA ZABALA|M|Alcalde|NACER|62.62
Beni|ROBERTO TIBUSA MATARECO|M|Alcalde|NACER|44.71
Beni|OMAR NUÑEZ VELA RODRIGUEZ|M|Alcalde|MAS-IPSP|47.22
Beni|HELEN GORAYEB CALLEJAS|F|Alcalde|MNR|43.62
Beni|GUSTAVO HUMBERTO ANTELO CHAVEZ|M|Alcalde|MNR|54.32
Beni|MARCOS DAZA VELASCO|M|Alcalde|MAS-IPSP|56.56
Tarija|RODRIGO PAZ PEREIRA|M|Alcalde|UNIR|59.82
Tarija|ROGER SERGIO FARFAN QUIROGA|M|Alcalde|M. T. |74.08
Tarija|DELFOR GERMAN BURGOS AGUIRRE|M|Alcalde|MAS - IPSP|56.49
Tarija|RAMIRO VALLEJOS VILLALBA|M|Alcalde|UD-A|48.24
Tarija|WILMAN PEÑA MIRANDA |M|Alcalde|PRP|44.44
Tarija|OMAR YURA PEÑARANDA SORUCO|M|Alcalde|MAS - IPSP|33.68
Tarija|ALVARO HORACIO RUIZ GARCIA|M|Alcalde|MAS - IPSP|54.09
Tarija|GLADYS VALENTINA ALARCON FARFAN DE AYALA|F|Alcalde|MAS - IPSP|100
Tarija|CLAUDIO MIGUEL AVILA NAVAJAS|M|Alcalde|UNIR|67.74
Tarija|HUGO GIRON CONDORI|M|Alcalde|MAS - IPSP|64.89
Tarija|NICOLAS HERRERA BARCA|M|Alcalde|MAS - IPSP|63.05
Potosi|Eloy Luciano Cayari Gutierrez|M|Alcalde|MAS IPSP|75.32
Potosi|Raul Lorocachi Nicolas|M|Alcalde|MAS IPSP|100
Potosi|Martín Ibarra Arroyo|M|Alcalde|MAS IPSP|61.32
Potosi|Alfredo Mamani Vargas|M|Alcalde|MAS IPSP|100
Potosi|Juan Noel Tellez Rodriguez|M|Alcalde|MAS IPSP|51.8
Potosi|Jaime Fabian Choquevilca|M|Alcalde|AAOQ|53.06
Potosi|Valerio Ajomado Cruz|M|Alcalde|MAS IPSP|83.41
Potosi|Rafael Bautista Paucara|M|Alcalde|MAS IPSP|52.03
Potosi|William   Guzman Romero|M|Alcalde|AS|48.93
Potosi|Javier Ossio Huarachi|M|Alcalde|POTOSI MOP|60.42
Potosi|Luis Condori Castillo|M|Alcalde|MAS IPSP|91.28
Potosi|Segundino Quispe Mamani|M|Alcalde|AS|51.74
Potosi|Eduardo Pacheco Colque|M|Alcalde|MAS IPSP|86.73
Potosi|Gilberto Montero Ramos|M|Alcalde|MAS IPSP|
Potosi|Artemio Mamani Characayo|M|Alcalde|MAS IPSP|50.6
Potosi|Edgar Apala Vidaurre|M|Alcalde|MAS IPSP|65.7
Potosi|Carmen Adela Choquevilca Mamani|F|Alcalde|MAS IPSP|71.36
Potosi|Alberto Pacaja Cruz|M|Alcalde|MAS IPSP|65.18
Potosi|Evert Cocha Tintaya|M|Alcalde|MAS IPSP|85.46
Potosi|Freddy Lugo Cardona|M|Alcalde|MAS IPSP|29.9
Potosi|William Roger Cervantes Beltran|M|Alcalde|MAS IPSP|31.69
Potosi|Florencio Huanaco Vilca|M|Alcalde|AAOQ|51.26
Potosi|German Espada Saavedra|M|Alcalde|MAS IPSP|56.54
Potosi|Williams Aira Corpa|M|Alcalde|MAS IPSP|65.43
Potosi|Juan Tomas  Catur Bernal|M|Alcalde|MAS IPSP|100
Potosi|Angel Gutierrez Acho|M|Alcalde|MAS IPSP|100
Potosi|Bernabe Choque Huayta|M|Alcalde|MAS IPSP|48.69
Potosi|Huber Orlando Quispe Veliz|M|Alcalde|MAS IPSP|55.31
Potosi|Filemon Isla Oquendo|M|Alcalde|MAS IPSP|88.22
Potosi|Jhonny Oscar Mamani Gutierrez|M|Alcalde|MAS IPSP|65.53
Potosi|Alberto Mitha Huanca|M|Alcalde|MAS IPSP|82.36
Potosi|David Colque Paco|M|Alcalde|MAS IPSP|50.35
Potosi|Eliodoro Uriono Pardo|M|Alcalde|MAS IPSP|83.33
Potosi|Marco Martinez Cazon|M|Alcalde|MAS IPSP|47.1
Potosi|Eduardo Patty Condori|M|Alcalde|MAS IPSP|52.51
Potosi|Patricio Vito Mendoza Huaylla|M|Alcalde|MAS IPSP|35.65
Potosi|Nelson  Gabriel Chambi|M|Alcalde|MAS IPSP|63.37
Potosi|Jorge Fernando Acho Chungara|M|Alcalde|POTOSI MOP|38.1
Potosi|Leonardo Miranda Miranda|M|Alcalde|AS|53.79
Potosi|Lidia Mamani  Coro|F|Alcalde|MAS IPSP|62.48
Santa Cruz|Percy Fernandez Añez|M|Alcalde|SPT|42.4
Santa Cruz|Wilfredo Añez Carrasco|M|Alcalde|DEMOCRATAS|48.78
Santa Cruz|Julio Cesar Carrillo Melgar|M|Alcalde|DEMOCRATAS|33.34
Santa Cruz|Jorge  Morales Encinas|M|Alcalde|VOCES|56.85
Santa Cruz|Gerardo Paniagua Vidal|M|Alcalde|DEMOCRATAS|46.4
Santa Cruz|Mario Cronembold Aponte|M|Alcalde|MAS-IPSP|33.36
Santa Cruz|Raul Condori Prudencio|M|Alcalde|MAS-IPSP|50.04
Santa Cruz|Moises Fanor Salces Lozano|M|Alcalde|ALIANZA DEMOCRATAS|37.34
Santa Cruz|Oscar Hugo Dorado Flores|M|Alcalde|DEMOCRATAS|48.67
Santa Cruz|Rafael Julio Alviz Flores|M|Alcalde|MNR|40.69
Santa Cruz|Bladimir Chavez Roca|M|Alcalde|DEMOCRATAS|57.61
Santa Cruz|Marcos Antonio Añez Campos|M|Alcalde|DEMOCRATAS|51.67
Santa Cruz|Vicente Flores Terrazas|M|Alcalde|MAS-IPSP|51.07
Santa Cruz|Blanca Jesus Salvatierra Lopez|F|Alcalde|MAS-IPSP|44.35
Santa Cruz|Germain Caballero Vargas|M|Alcalde|DEMOCRATAS|50.83
Santa Cruz|Marcial Cruz Ortiz|M|Alcalde|MAS-IPSP|36.47
Santa Cruz|Karim Ivan Quezada Dorado|M|Alcalde|DEMOCRATAS|44.46
Santa Cruz|Juan Carlos Borja Roman|M|Alcalde|DEMOCRATAS|47.66
Santa Cruz|Carlos Santiago Guzman Hinojosa|M|Alcalde|MAS-IPSP|40.13
Santa Cruz|Sandra Muñoz Gutierrez|F|Alcalde|NPC|30.44
Santa Cruz|Hector Contreras Alvarez|M|Alcalde|NPC|30.13
Santa Cruz|Belarmino Solano Salazar|M|Alcalde|MAS-IPSP|46.88
Santa Cruz|Rodolfo Vallejos Espinoza|M|Alcalde|MAS-IPSP|38.64
Santa Cruz|Marcelo Villagra Quispe|M|Alcalde|DEMOCRATAS|56.85
Santa Cruz|Francisco Taborga Quezada|M|Alcalde|DEMOCRATAS|72.65
Santa Cruz|Franz Ivan Valdez Torrico|M|Alcalde|MAS-IPSP|46.25
Santa Cruz|Alejandria Vacaflor Flores|F|Alcalde|MNR|36.92
Santa Cruz|Casto Romero Peña|M|Alcalde|DEMOCRATAS|67.19
Santa Cruz|Maria Isabel Mercado Quiroz|F|Alcalde|MAS-IPSP|46.63
Santa Cruz|Lucio  Rojas Gonzales|M|Alcalde|DEMOCRATAS|58.62
Santa Cruz|Willy Paniagua Mariscal|M|Alcalde|DEMOCRATAS|78.78
Santa Cruz|Carmen Ruth Calzadilla Montaño|F|Alcalde|DEMOCRATAS|55.82
Santa Cruz|Flavio Lopez Escalera|M|Alcalde|MAS-IPSP|28.83
Santa Cruz|Elsa Candia Quiroz|F|Alcalde|MAS-IPSP|46.3
Santa Cruz|Sinforoso Mamani Valencia|M|Alcalde|MAS-IPSP|53.1
Santa Cruz|Fausto Gabriel Jimenez Quispe|M|Alcalde|DEMOCRATAS|68.1
Santa Cruz|Mario Fortunato Baptista Conde|M|Alcalde|MAS-IPSP|55.71
Santa Cruz|Limberg  Torrico Luizaga|M|Alcalde|ALIANZA DEMOCRATAS|54.28
Santa Cruz|Zenon Soto Soto|M|Alcalde|MAS-IPSP|31.2
Santa Cruz|Inocencio Cruz Castro|M|Alcalde|ASIP|56.5
Santa Cruz|Jose Rojas Paniagua|M|Alcalde|MAS-IPSP|46.63
Santa Cruz|David Mollinedo Guzman|M|Alcalde|DEMOCRATAS|40.06
Santa Cruz|Armando Barbery Landivar|M|Alcalde|MNR|44.98
Santa Cruz|Isamel Villca Mamani|M|Alcalde|MAS-IPSP|50.14
Santa Cruz|Faustino Copa Flores|M|Alcalde|MAS-IPSP|49.84
Santa Cruz|Ignacio Sorioco Surubi|M|Alcalde|ASIP|42.13
Santa Cruz|Genaro Carreño Zarate|M|Alcalde|ASIP|50.91
Santa Cruz|Fabio Lopez Olivares|M|Alcalde|DEMOCRATAS|30.93
Santa Cruz|Hugo  Valverde Veizaga|M|Alcalde|MAS-IPSP|60.17
Santa Cruz|Hernando Becerra Serrano|M|Alcalde|MAS-IPSP|57.4
Santa Cruz|Sebastian Hurtado Rodriguez|M|Alcalde|MNR|42.79
Santa Cruz|Ybar Antelo Dorado|M|Alcalde|DEMOCRATAS|52.33
Santa Cruz|Asis Aguilera Petzold|M|Alcalde|DEMOCRATAS|47.23
Santa Cruz|Suizo De Nilson Carrasco Espinoza|M|Alcalde|ASIP|33.53
Santa Cruz|Paul Micky Añanguinguri Rora|M|Alcalde|MAS-IPSP|44.72
Santa Cruz|Angel Copa Martinez|M|Alcalde|DEMOCRATAS|50.68
Chuquisaca|REYNALDO CRUZ VILLALBA|M|Alcalde|MAS-IPSP|53.28
Chuquisaca|LEONARDO BLADIMIR FLORES FERRUFINO|M|Alcalde|MAS-IPSP|54.76
Chuquisaca|MARIO RAMÍREZ CARABALLO|M|Alcalde|MAS-IPSP|61.87
Chuquisaca|DANIEL LÓPEZ SALAZAR|M|Alcalde|MAS-IPSP|64.34
Chuquisaca|TITO RONALD ARAMAYO CARABALLO|M|Alcalde|FRI|54.92
Chuquisaca|HENRY NOGALES ROSADO|M|Alcalde|MAS-IPSP|53.11
Chuquisaca|EDUVIGES CHAMBAYE MARUANDA|M|Alcalde|CST|46.73
Chuquisaca|FELIX FLORES PEREZ|M|Alcalde|MAS-IPSP|44.2
Chuquisaca|ZENON AIZA PEÑA|M|Alcalde|MAS-IPSP|78.26
Chuquisaca|JUAN RODRÍGUEZ RENGIFO|M|Alcalde|MAS-IPSP|71.33
Chuquisaca|VALENTIN CRUZ COPA|M|Alcalde|MAS-IPSP|58.29
Chuquisaca|FILOMENO AGAPITO CRUZ RODRÍGUEZ|M|Alcalde|MAS-IPSP|57.44
Chuquisaca|IVAN JORGE ARCIÉNAGA COLLAZOS|M|Alcalde|MAS-IPSP|45.02
Chuquisaca|LUCIANO PRECIO ROMERO|M|Alcalde|MAS-IPSP|68.68
Chuquisaca|DIONICIO BARRIGA SEÑA|M|Alcalde|MAS-IPSP|59.99
Chuquisaca|JHONNY GILBERTO ORTEGA ALZO|M|Alcalde|MAS-IPSP|66.04
Chuquisaca|WILFREDO AGUIRRE|M|Alcalde|MAS-IPSP|57.72
Chuquisaca|LIMBER APARICIO FLORES|M|Alcalde|MAS-IPSP|76.98
Chuquisaca|GERARDO LLANES NAVARRO|M|Alcalde|MAS-IPSP|81.12
Chuquisaca|RAUL SOLIZ YRALA|M|Alcalde|MAS-IPSP|62.05
Chuquisaca|JOSE CARERES SALAZAR|M|Alcalde|MAS-IPSP|69.4
Chuquisaca|GERMAN SIFUENTES TERRAZAS|M|Alcalde|MAS-IPSP|92.19
Chuquisaca|DIEGO CRUZ ESTRADA|M|Alcalde|MAS-IPSP|55.61
Chuquisaca|IBER MERAS DURAN|M|Alcalde|MAS-IPSP|62.68
Chuquisaca|EDWIN PALACIOS DIAZ|M|Alcalde|MAS-IPSP|83.52
Chuquisaca|GONZALO SALAZAR PONCE|M|Alcalde|MAS-IPSP|58.02
Chuquisaca|JOSE LUIS PEREZ TORRES|M|Alcalde|MAS-IPSP|78.75
Chuquisaca|SILVERIO CUELLAR OCHOA|M|Alcalde|MAS-IPSP|65.46
Chuquisaca|RICHARD LOMAR|M|Alcalde|MAS-IPSP|54.13
Oruro|Edgar Rafael Bazán Ortega|M|Alcalde|MCSFA|34.72
Oruro|Juan Chino Salinas|M|Alcalde|P.P.|49.03
Oruro|Edwin Vladimir Challa Huaca|M|Alcalde|MAS-IPSP|53.97
Oruro|Oscar Flores Adrian|M|Alcalde|FIC|54.41
Oruro|Martin Feliciano Choque|M|Alcalde|MAS-IPSP|46.64
Oruro|Gaby Janet Medrano Mamani|F|Alcalde|MAS-IPSP|59.44
Oruro|Elias Elias Cahuana|M|Alcalde|MAS-IPSP|44.34
Oruro|Benito Apaza Gutierrez|M|Alcalde|P.P.|50.59
Oruro|Raul Nelson Contreras Contreras|M|Alcalde|MAS-IPSP|58.23
Oruro|Freddy Brian Mollo Mollo|M|Alcalde|MAS-IPSP|69.99
Oruro|Canaviri Canaviri Machaca|M|Alcalde|MAS-IPSP|100
Oruro|Betty Zenteno Tito|F|Alcalde|MAS-IPSP|67.76
Oruro|Valois Flores Capuma|M|Alcalde|MAS-IPSP|100
Oruro|Daysi Amaru|F|Alcalde|MAS-IPSP|100
Oruro|Efrain Capuma Viza|M|Alcalde|MAS-IPSP|100
Oruro|Gumercinda Lucila Huanca Marca|F|Alcalde|FPV|
Oruro|Diony Achacollo Velasquez|F|Alcalde|MAS-IPSP|48.31
Oruro|Gerardo Arroyo Gabriel|M|Alcalde|MAS-IPSP|100
Oruro|Felipe Martinez Mamani|M|Alcalde|MAS-IPSP|52.94
Oruro|Dario Yucra Choque|M|Alcalde|MAS-IPSP|62.22
Oruro|Ciro Mamani Veliz|M|Alcalde|MAS-IPSP|42.75
Oruro|Tomas Gonzales Cayo|M|Alcalde|MAS-IPSP|62.01
Oruro|Egdon Pablo Villca Viza|M|Alcalde|P.P.|63.55
Oruro|Juan José Perez Bello|M|Alcalde|MAS-IPSP|52.72
Oruro|Vicente Lopez Lazaro|M|Alcalde|MAS-IPSP|53.04
Oruro|Martin Colque Mamani|M|Alcalde|MAS-IPSP|72.04
Oruro|Jaime Ramírez Luna|M|Alcalde|P.P.|50.74
Oruro|Jhonny Senobio Flores Gutierrez|M|Alcalde|MAS-IPSP|100
Oruro|Macrobio Wilson Chuquimia Mollo|M|Alcalde|MAS-IPSP|100
Oruro|Marhta Ramírez Mollo|F|Alcalde|P.P.|50.76
Oruro|Jhanet Silva Macrelo Mamani|F|Alcalde|MAS-IPSP|37.11
Oruro|Edwin Chanel Gonzales Viza|M|Alcalde|MAS-IPSP|100
Oruro|Gabino Colque Miranda|M|Alcalde|MAS-IPSP|100
Oruro|Ruben Antonio Plata Flores|M|Alcalde|MAS-IPSP|100
Oruro|Basilio Lucana Condori|M|Alcalde|MAS-IPSP|56.95
Pando|Teodoro Muñoz Sibiora|M|Alcalde|MAS-IPSP|54.56
Pando|Luis Gatty rebeiro Roca|M|Alcalde|PUD|49.1
Pando|Napoleón antelo Nuñez|M|Alcalde|MAS-IPSP|71.27
Pando|Juan Carlo Zabala Romaña|M|Alcalde|MAS-IPSP|61.31
Pando|Favio Duran Mendez|M|Alcalde|MAS-IPSP|52.05
Pando|Ytamar Subtil Pedroso  *|M|Alcalde|MAS-IPSP|50.39
Pando|Erlin Hurtado Casanova|M|Alcalde|MAS-IPSP|41.09
Pando|Margarita Jumenez Ramayo|F|Alcalde|MAS-IPSP|64.27
Pando|Regis German Ritcher Alencar|M|Alcalde|MAS-IPSP|70.26
Pando| Julian Avila Peréz|F|Alcalde|MAS-IPSP|47.55
Pando|Roberto Ariel Limpias Olmos|M|Alcalde|MAS-IPSP|72.97
Pando|Edgar Limpias Lopez|M|Alcalde|MAS-IPSP|63.17
Pando|Lino Mercibatte|M|Alcalde|MAS-IPSP|53.24
Pando|Hansy Gonzales Aguirre|M|Alcalde|MAS-IPSP|70.68
Pando|Antonio vergara Raquette|M|Alcalde|PUD|39.13
La Paz|Luis Antonio Revilla Herrero|M|Alcalde|SOL.BO|58.08
La Paz|Rene Vitaliano Aruquipa Ramos|M|Alcalde|MCP-NG|38.52
La Paz|Enrique de la Cruz Mendoza|M|Alcalde|MAS-IPSP|38.8
La Paz|Damaso Teodoro Ninaja Huanca|M|Alcalde|MAS-IPSP|39.53
La Paz|Carmen Soledad Chapeton Tancara |M|Alcalde|UN|54.48
La Paz|Edgar Ramos Laura|M|Alcalde|MAS-IPSP|38.21
La Paz|Zenon Ramos Mamani|M|Alcalde|MPS|53.87
La Paz|Juan rodriguez Coarite|M|Alcalde|MAS-IPSP|47.4
La Paz|Agustin Quispe Yujra |M|Alcalde|MAS-IPSP|59.23
La Paz|Roberto Huaycho Villca|M|Alcalde|MAS-IPSP|27.88
La Paz|Guido Cahuaya Quispe|M|Alcalde|MAS-IPSP|60.96
La Paz|Agustin Pio Quispe Mamani|M|Alcalde|ASP|53.14
La Paz|Bruno Alvarez Chambi |M|Alcalde|FPV|34.3
La Paz|Lucio Suntura Tancara|M|Alcalde|MAS-IPSP|43.4
La Paz|Felix Limachi Herrera|M|Alcalde|MPS|43.55
La Paz|Martin Villalobos Mamani|M|Alcalde|MPS|76
La Paz|Nestor Justiniano Rojas Salluco|M|Alcalde|MAS-IPSP|100
La Paz|Encarnación Vila Limachi|F|Alcalde|MAS-IPSP|100
La Paz|Victor Honorio Calle|M|Alcalde|MPS|40
La Paz|Primitivo Pillco Calla|M|Alcalde|FPV|28.8
La Paz|Elias Mollehuanca Huarcacho|M|Alcalde|MPS|54.7
La Paz|Walter José Nina Cutipa|M|Alcalde|TS|21
La Paz|Aurelio Chávez Callisaya|M|Alcalde|MAS-IPSP|50.67
La Paz|Natalio Chino Mejia|M|Alcalde|S.E.|38.42
La Paz|Ronald Teddy Angles Avendaño|M|Alcalde|SOL.BO|46.94
La Paz|Benancio Lipa Huanca|M|Alcalde|ASP|41
La Paz|Rudy ancelmo Apaza Laura|M|Alcalde|ASP|40
La Paz|Cecilia Rebeca Camargo Apaza|F|Alcalde|MAS-IPSP|52.31
La Paz|Alejandro choque Usnayo|M|Alcalde|MAS-IPSP|100
La Paz|Franklin Mamani Mamani|M|Alcalde|MAS-IPSP|73.1
La Paz|Vladimir Candido Vega Morales|M|Alcalde|MPS|49.2
La Paz|Clemente Mamani Condorena|M|Alcalde|MAS-IPSP|65.22
La Paz|Juan Wilfredo Cossio Zapana|M|Alcalde|MYP|61.2
La Paz|Victor Pablo Morales Ruiz|M|Alcalde|MAS-IPSP|46.48
La Paz|Mario Surzuri Paco |M|Alcalde|MAS-IPSP|62.24
La Paz|Javier Flores Villca|M|Alcalde|MAS-IPSP|43.42
La Paz|Tito Alcides Mayda Laura|M|Alcalde|MAS-IPSP|78.67
La Paz|Juan Carlos Guzmán Mamani|M|Alcalde|MAS-IPSP|44.77
La Paz|Roger Tintaya Mamani|M|Alcalde|MPS|38.6
La Paz|Carlos Alberto Aguilar Blanco|M|Alcalde|MAS-IPSP|48.04
La Paz|Armando Rada Murillo|M|Alcalde|MAS-IPSP|66.58
La Paz|Honorato Loayza Marquez|M|Alcalde|MAS-IPSP|64.87
La Paz|Roger Abdias Vaca Echalar|M|Alcalde|MAS-IPSP|35.92
La Paz|Pedro roberto Fernandez Enriquez|M|Alcalde|SOL.BO|46.33
La Paz|Eddy Mejia Villanueva|M|Alcalde|MAS-IPSP|45.51
La Paz|Mario Vaquiata|M|Alcalde|MAS-IPSP|43.56
La Paz|Angel Lucho Mamani|M|Alcalde|MAS-IPSP|47.12
La Paz|Delfin Mamani Escobar |M|Alcalde|MAS-IPSP|34.93
La Paz|Beatriz Gladis Arce Mendoza|F|Alcalde|MPS|43.9
La Paz|Octavio Quispe Chura|M|Alcalde|MAS-IPSP|40.42
La Paz|Wilfredo Acarapi Aruquipa|M|Alcalde|MPS|43.3
La Paz|Pascual Alanoca Conde|M|Alcalde|CAOSAM|55.6
La Paz|Fidel Ramirez Mamani|M|Alcalde|MACOJMA|67.39
La Paz|Juan Quispe Limachi|M|Alcalde|MAS-IPSP|47.8
La Paz|Andres Edgar Vasquez Siles|M|Alcalde|MIDELUR|29.92
La Paz|Justino Calle Mamani|M|Alcalde|MAS-IPSP|43.1
La Paz|Cesar Rogelio Flores Mamani|M|Alcalde|MAS-IPSP|43.36
La Paz|Luis Gonzalo ruiz Ochoa|M|Alcalde|MAS-IPSP|68.13
La Paz|Absalon Conurana Surco|M|Alcalde|MAS-IPSP|100
La Paz|Lidio Roberto Mamani Strus|M|Alcalde|FPV|48.1
La Paz|Abrahan Balboa Ticona |M|Alcalde|MPS|51.4
La Paz|Beima Calep Mamano Montero |M|Alcalde|MAS-IPSP|48.47
La Paz|Reynaldo Calcina Luna|M|Alcalde|MAS-IPSP|40.6
La Paz|Francisco Hidalgo Condori|M|Alcalde|MAS-IPSP|35.89
La Paz|Macario Quino Valencia|M|Alcalde|SOL.BO|54.38
La Paz|Reynado Gutierrez Chávez|M|Alcalde|MPS|52.21
La Paz|Ramiro Pablo Alanoca Copa|M|Alcalde|MAS-IPSP|42.11
La Paz|Walter Maizo Alandia|M|Alcalde|MAS-IPSP|46.04
La Paz|Walter rojas Lopez|M|Alcalde|MAS-IPSP|48
La Paz|Rodolfo Calle Ticona|M|Alcalde|MAS-IPSP|45.76
La Paz|Yecid Luin Mamani|M|Alcalde|MAS-IPSP|43.39
La Paz|Tiburcio Choque|M|Alcalde|ASP|45.47
La Paz|Benigno callisaya Queca|M|Alcalde|MPS|36.5
La Paz|Bertha Eliana Quispe Tito |F|Alcalde|MAS-IPSP|51.85
La Paz|Richard Noel Escobar Valverde|M|Alcalde|MAS-IPSP|45.91
La Paz|Wilfredo Ortiz Larico|M|Alcalde|MAS-IPSP|41.54
La Paz|Jorge Aldolfo Haensel Howard|M|Alcalde|MPS|49.8
La Paz|Francisco Javier Delgado Callisaya|M|Alcalde|ASP|39.7
La Paz|Fortunato Calamani Cuno|M|Alcalde|UN|50.5
La Paz|Victos Blanco Carita|M|Alcalde|MAS-IPSP|67.36
La Paz|Felix Pedro Nina Ramos|M|Alcalde|ASP|28.1
La Paz|David Marconi Calle|M|Alcalde|MAS-IPSP|26.32
La Paz|Eugenio Achu|M|Alcalde|MPS|54.43
La Paz|Fernando Villca Tola|M|Alcalde|MAS-IPSP|66.02
La Paz|Demetrio Callejas Guzman|M|Alcalde|MAS-IPSP|64.06
La Paz|Sergio Muga Zambrana|M|Alcalde|ASP|42
La Paz|Lizandro Condori Castro|M|Alcalde|MPS|73.1
Beni|MARISOL MAGDALENA ABAN CANDIA|F|Concejal|MNR|
Beni|MAX MONTERO CUELLAR|M|Concejal|MNR|
Beni|RONALD ROSAS HEREDIA|M|Concejal|MNR|
Beni|EDITH YANSSEEN RIVERO|F|Concejal|MNR|
Beni|NANCY MONICA CORDOVA VACA|F|Concejal|MNR|
Beni|LEWIS JANSSEN RIBERA|M|Concejal|MNR|
Beni|SILVIO TERCERO BASTOS SAUCEDO|M|Concejal|MNR|
Beni|YISSELA OJOPI VELASCO|F|Concejal|MNR|
Beni|JUDITH ESERO SOSA|F|Concejal|MNR|
Beni|PABLO SUAREZ MENDEZ|M|Concejal|MNR|
Beni|CARMEN JUSTINIANO VACA|F|Concejal|MAS-IPSP|
Beni|JUAN JONAS CAYU ROSSEL|M|Concejal|MAS-IPSP|
Beni|ALEJANDRO PAZ RIVERO|M|Concejal|MAS-IPSP|
Beni|KATIUSKA VACA HEINRICH|F|Concejal|MAS-IPSP|
Beni|MAGDALENA FRANCO AGUIRRE|F|Concejal|MAS-IPSP|
Beni|LUIS ALFREDO  PANOZO|M|Concejal|MAS-IPSP|
Beni|LINO RICHAR MAMANI AIROJA|M|Concejal|MAS-IPSP|
Beni|PATRICIA MENACHO ALVA|F|Concejal|MAS-IPSP|
Beni|GARDENIA BARBOZA VACA|F|Concejal|MAS-IPSP|
Beni|LUIS FERNANDO LOPEZ LAHOR|M|Concejal|MAS-IPSP|
Beni|DIANA GINA ORTIZ SUAREZ|F|Concejal|CF|
Beni|TITO JUNIOR DIEGUEZ IRIARTE|M|Concejal|CF|
Beni|MARIA EUGENIA VALVERDE TEMO|F|Concejal|MAS-IPSP|
Beni|GENARO MARACAYA IPAMO|M|Concejal|MAS-IPSP|
Beni|FRANK RONCALES MALDONADO|M|Concejal|MAS-IPSP|
Beni|IRIS DEL SOL ARTEAGA MEJIA|F|Concejal|MAS-IPSP|
Beni|PURA MOBO YVA|F|Concejal|MAS-IPSP|
Beni|SERGIO REA MENDOZA|M|Concejal|MAS-IPSP|
Beni|MANUELA YANSSEN RIVERO|F|Concejal|MNR|
Beni|LUIS ANTONIO GUZMAN ACOSTA|M|Concejal|MNR|
Beni|ADRIAN YUCO CUEVA|M|Concejal|MNR|
Beni|DORIS VACA GALINDO|F|Concejal|MNR|
Beni|ABDEL TOVIAS HURTADO|M|Concejal|MNR|
Beni|KAREN RIVERO SUAREZ|F|Concejal|MNR|
Beni|RUDT FATIMA MENDOZA EAMARA|F|Concejal|MNR|
Beni|ROIDER MIGUEL ORE DIEZ|M|Concejal|MNR|
Beni|LUIS ALBERTO ZUBIETA VASQUEZ|M|Concejal|MNR|
Beni|LOURDES PATRICIA SOSA MANO|F|Concejal|MNR|
Beni|MARGARITA RENGEL VACA ISITA|F|Concejal|MAS-IPSP|
Beni|ABEL HERRERA MARTINEZ|M|Concejal|MAS-IPSP|
Beni|WALTER SUAREZ CORTEZ|M|Concejal|MAS-IPSP|
Beni|OLGA MEJIA RODRIGUEZ|F|Concejal|MAS-IPSP|
Beni|PABLO ANTONIO FERREIRA HURTADO|M|Concejal|MAS-IPSP|
Beni|JAZMIN DAZA SALAS|F|Concejal|MAS-IPSP|
Beni|BELLA LUZ DIEGUEZ HIROSE|F|Concejal|MAS-IPSP|
Beni|DANTE ASTACA GONZALES|M|Concejal|MAS-IPSP|
Beni|FELIPE PEREZ MAMANI|M|Concejal|MAS-IPSP|
Beni|ZULMA SAAVEDRA ECUEIBARI|F|Concejal|MAS-IPSP|
Beni|VICTORIA SANCHEZ GUTIERREZ|F|Concejal|MAS-IPSP|
Beni|MARCELO SANCHEZ ZEBALLOS|M|Concejal|MAS-IPSP|
Beni|ELIANE MORENO RAMOS|F|Concejal|NACER|
Beni|BASILIO OCTABIO COLQUE JALLASI|M|Concejal|NACER|
Beni|ADEMAR OSWALDO CUSSI TICONA|M|Concejal|NACER|
Beni|MARTHA RALDES NUÑEZ|F|Concejal|NACER|
Beni|LOURDES MARIELA MARUPA SERATO|F|Concejal|NACER|
Beni|ALEJANDRO ALVAREZ CHITA|M|Concejal|NACER|
Beni|MARIA TERESA NUÑEZ |F|Concejal|MAS-IPSP|
Beni|DIEGO ARMANDO RIBERA MELGAR|M|Concejal|MAS-IPSP|
Beni|NICOLAS HUALLPA MENDEZ|M|Concejal|MAS-IPSP|
